fbud,Feature.Systematic.Name,t7.8,t10.7,t14,t17.8,t22,t26.8,t32.2,t38.4,t45.4,t53.3,t62.2,t72.3,tRowSum,,hours,St7.8,St10.7,St14,St17.8,St22,St26.8,St32.2,St38.4,St45.4,St53.3,St62.2,,tDifSum,,absSt1,absSt2,absSt3,absSt4,absSt5,absSt6,absSt7,absSt8,absSt9,absSt10,absSt11,ABStsum,,tMin,tMax,tRange,,buds,,tn7.8,tn10.7,tn14,tn17.8,tn22,tn26.8,tn32.2,tn38.4,tn45.4,tn53.3,tn62.2,tn72.3,,p7.8,p10.7,p14,p17.8,p22,p26.8,p32.2,p38.4,p45.4,p53.3,p62.2,p72.3,,hours,,StSlopeDifs,pSopeDifs-tSlopeDifs,,,,Sp-St7.8,Sp-St10.7,Sp-St14,Sp-St17.8,Sp-St22,Sp-St26.8,Sp-St32.2,Sp-St38.4,Sp-St45.4,Sp-St53.3,Sp-St62.2,SpSlopeDifs,,ABSSp-St7.8,ABSSp-St10.7,ABSSp-St14,ABSSp-St17.8,ABSSp-St22,ABSSp-St26.8,ABSSp-St32.2,ABSSp-St38.4,ABSSp-St45.4,ABSSp-St53.3,ABSSp-St62.2,SumABSSp-St,buds,,,,,Sp7.8,Sp10.7,Sp14,Sp17.8,Sp22,Sp26.8,Sp32.2,Sp38.4,Sp45.4,Sp53.3,Sp62.2,,pSlopeSum,,ABSSp7.8,ABSSp10.7,ABSSp14,ABSSp17.8,ABSSp22,ABSSp26.8,ABSSp32.2,ABSSp38.4,ABSSp45.4,ABSSp53.3,ABSSp62.2,ABSpSlopeSome,,buds,,pn7.8,pn10.7,pn14,pn17.8,pn22,pn26.8,pn32.2,pn38.4,pn45.4,pn53.3,pn62.2,pn72.3,,pMin,pMax,pRange,,p-tn7.8,p-tn10.7,p-tn14,p-tn17.8,p-tn22,p-tn26.8,p-tn32.2,p-tn38.4,p-tn45.4,p-tn53.3,p-tn62.2,p-tn72.3,SDp-tn,,,ABSp-tn7.8,ABSp-tn10.7,ABSp-tn14,ABSp-tn17.8,ABSp-tn22,ABSp-tn26.8,ABSp-tn32.2,ABSp-tn38.4,ABSp-tn45.4,ABSp-tn53.3,ABSp-tn62.2,ABSp-tn72.3,SDABSp-t,,,tA,pA,tA/pA,tR/pR,Averages/Ranges,tM/tR,pM/pR,t/p
AVL9,YLR114C,33,33,33,33,33,33,33,34,34,32,30,26,387,,62.2,0,0,0,0,0,0,0.161290323,0,-0.253164557,-0.224719101,-0.396039604,,-0.712632939,,0,0,0,0,0,0,0.161290323,0,0.253164557,0.224719101,0.396039604,1.035213585,,26,387,361,,35,,0.019390582,0.019390582,0.019390582,0.019390582,0.019390582,0.019390582,0.019390582,0.022160665,0.022160665,0.016620499,0.011080332,0,,5,5,5,5,5,5,5,5,5,5,4,3,,62.2,,-0.712632939,1.213896427,,,,0,0,0,0,0,0,-0.161290323,0,0.253164557,0.112359551,0.297029703,0.501263488,,0,0,0,0,0,0,0.161290323,0,0.253164557,0.112359551,0.297029703,0.823844133,35,,,,,0,0,0,0,0,0,0,0,0,-0.112359551,-0.099009901,,-0.211369452,,0,0,0,0,0,0,0,0,0,0.112359551,0.099009901,0.211369452,,35,,1,1,1,1,1,1,1,1,1,1,0.5,0,,3,5,2,,0.980609418,0.980609418,0.980609418,0.980609418,0.980609418,0.980609418,0.980609418,0.977839335,0.977839335,0.983379501,0.488919668,0,,,,0.980609418,0.980609418,0.980609418,0.980609418,0.980609418,0.980609418,0.980609418,0.977839335,0.977839335,0.983379501,0.488919668,0,,,,32,5,7,4,2,4,2,2
RPL23A,YBL087C,1538,1549,1558,1568,1571,1587,1615,1677,1739,1720,1627,1411,19160,,72.3,3.793103448,-1.153846154,2.631578947,0.714285714,3.333333333,5.185185185,10,8.857142857,-2.405063291,-10.4494382,-21.38613861,,-0.879856776,,3.793103448,3.103448276,2.631578947,0.714285714,3.333333333,5.185185185,10,8.857142857,2.405063291,10.4494382,21.38613861,71.85871787,,72.3,19160,19087.7,,35,,0.07678767,0.077363957,0.077835465,0.078359362,0.078516532,0.079354768,0.080821681,0.084069846,0.087318011,0.086322606,0.081450358,0.07013417,,1105,1103,1089,1057,982,916,886,849,764,731,748,847,,72.3,,-0.879856776,-57.94847515,,,,-4.482758621,-3.088578089,-11.05263158,-18.57142857,-17.08333333,-10.74074074,-15.96774194,-19.61663653,-1.772151899,12.35955056,31.18811881,-58.82833192,,4.482758621,3.088578089,11.05263158,18.57142857,17.08333333,10.74074074,15.96774194,19.61663653,1.772151899,12.35955056,31.18811881,145.9236707,35,,,,,-0.689655172,-4.242424242,-8.421052632,-17.85714286,-13.75,-5.555555556,-5.967741935,-10.75949367,-4.17721519,1.91011236,9.801980198,,-59.7081887,,0.689655172,4.242424242,8.421052632,17.85714286,13.75,5.555555556,5.967741935,10.75949367,4.17721519,1.91011236,9.801980198,83.13237381,,35,,1,0.994652406,0.957219251,0.871657754,0.671122995,0.494652406,0.414438503,0.315508021,0.088235294,0,0.045454545,0.310160428,,731,1105,374,,0.92321233,0.91728845,0.879383787,0.793298392,0.592606463,0.415297639,0.333616822,0.231438175,0.000917283,-0.086322606,-0.035995813,0.240026258,,,,0.92321233,0.91728845,0.879383787,0.793298392,0.592606463,0.415297639,0.333616822,0.231438175,0.000917283,0.086322606,0.035995813,0.240026258,,,,1597,923,2,1,2,5,3,2
RPL16B,YNL069C,2462,2466,2467,2470,2458,2487,2509,2481,2509,2490,2423,2276,29498,,,1.379310345,-0.135135135,0.789473684,-2.857142857,6.041666667,4.074074074,-4.516129032,4,-2.405063291,-7.528089888,-14.55445545,,-15.71149088,,1.379310345,0.344827586,0.789473684,-2.857142857,6.041666667,4.074074074,4.516129032,4,2.405063291,7.528089888,14.55445545,42.77594716,,2276,2509,233,,35,,0.798283262,0.815450644,0.819742489,0.832618026,0.78111588,0.905579399,1,0.879828326,1,0.918454936,0.630901288,0,,1305,1325,1350,1388,1446,1468,1487,1493,1483,1473,1448,1401,,,,-15.71149088,68.78030897,,,,5.517241379,7.710892711,9.210526316,16.66666667,-1.458333333,-0.555555556,5.483870968,-5.265822785,1.139240506,4.719101124,9.900990099,53.0688181,,5.517241379,7.710892711,9.210526316,16.66666667,1.458333333,0.555555556,5.483870968,5.265822785,1.139240506,4.719101124,9.900990099,67.62824144,35,,,,,6.896551724,7.575757576,10,13.80952381,4.583333333,3.518518519,0.967741935,-1.265822785,-1.265822785,-2.808988764,-4.653465347,,37.35732722,,6.896551724,7.575757576,10,13.80952381,4.583333333,3.518518519,0.967741935,1.265822785,1.265822785,2.808988764,4.653465347,57.34552658,,35,,0,0.106382979,0.239361702,0.441489362,0.75,0.867021277,0.968085106,1,0.946808511,0.893617021,0.760638298,0.510638298,,1305,1493,188,,-0.798283262,-0.709067665,-0.580380787,-0.391128664,-0.03111588,-0.038558123,-0.031914894,0.120171674,-0.053191489,-0.024837914,0.12973701,0.510638298,,,,0.798283262,0.709067665,0.580380787,0.391128664,0.03111588,0.038558123,0.031914894,0.120171674,0.053191489,0.024837914,0.12973701,0.510638298,,,,2458,1422,2,1,1,11,8,1
ATP3,YBR039W,215,221,231,240,260,260,252,232,219,216,222,243,2811,,2.9,2.068965517,-1.449275362,2.368421053,4.761904762,0,-1.481481481,-3.225806452,-1.857142857,-0.379746835,0.674157303,2.079207921,,3.559203568,,2.068965517,3.448275862,2.368421053,4.761904762,0,1.481481481,3.225806452,1.857142857,0.379746835,0.674157303,2.079207921,22.34511004,,215,260,45,,35,,0,0.133333333,0.355555556,0.555555556,1,1,0.822222222,0.377777778,0.088888889,0.022222222,0.155555556,0.622222222,,391,377,356,323,268,214,187,171,170,150,134,124,,2.9,,3.559203568,-64.36580316,,,,-6.896551724,-4.914361001,-11.05263158,-17.85714286,-11.25,-3.518518519,0.64516129,1.730560579,-2.151898734,-2.471910112,-3.069306931,-60.80659959,,6.896551724,4.914361001,11.05263158,17.85714286,11.25,3.518518519,0.64516129,1.730560579,2.151898734,2.471910112,3.069306931,65.55804333,35,,,,,-4.827586207,-6.363636364,-8.684210526,-13.0952381,-11.25,-5,-2.580645161,-0.126582278,-2.53164557,-1.797752809,-0.99009901,,-57.24739602,,4.827586207,6.363636364,8.684210526,13.0952381,11.25,5,2.580645161,0.126582278,2.53164557,1.797752809,0.99009901,57.24739602,,35,,1,0.947565543,0.868913858,0.745318352,0.539325843,0.337078652,0.235955056,0.176029963,0.172284644,0.097378277,0.037453184,0,,124,391,267,,1,0.81423221,0.513358302,0.189762797,-0.460674157,-0.662921348,-0.586267166,-0.201747815,0.083395755,0.075156055,-0.118102372,-0.622222222,,,,1,0.81423221,0.513358302,0.189762797,0.460674157,0.662921348,0.586267166,0.201747815,0.083395755,0.075156055,0.118102372,0.622222222,,,,234,239,1,0,6,6,1,4
QDR2,YIL121W,147,147,148,148,149,150,150,151,150,149,147,144,1780,,3.3,0,-0.153846154,0,0.238095238,0.208333333,0,0.161290323,-0.142857143,-0.126582278,-0.224719101,-0.297029703,,-0.337315485,,0,0.344827586,0,0.238095238,0.208333333,0,0.161290323,0.142857143,0.126582278,0.224719101,0.297029703,1.743734706,,144,151,7,,35,,0.428571429,0.428571429,0.571428571,0.571428571,0.714285714,0.857142857,0.857142857,1,0.857142857,0.714285714,0.428571429,0,,4,4,4,4,5,6,6,7,7,7,6,5,,3.3,,-0.337315485,1.070980413,,,,0,0.153846154,0,0,0,0,0,0.142857143,0.126582278,0.112359551,0.198019802,0.733664928,,0,0.153846154,0,0,0,0,0,0.142857143,0.126582278,0.112359551,0.198019802,0.733664928,35,,,,,0,0,0,0.238095238,0.208333333,0,0.161290323,0,0,-0.112359551,-0.099009901,,0.396349442,,0,0,0,0.238095238,0.208333333,0,0.161290323,0,0,0.112359551,0.099009901,0.819088346,,35,,0,0,0,0,0.333333333,0.666666667,0.666666667,1,1,1,0.666666667,0.333333333,,4,7,3,,-0.428571429,-0.428571429,-0.571428571,-0.571428571,-0.380952381,-0.19047619,-0.19047619,0,0.142857143,0.285714286,0.238095238,0.333333333,,,,0.428571429,0.428571429,0.571428571,0.571428571,0.380952381,0.19047619,0.19047619,0,0.142857143,0.285714286,0.238095238,0.333333333,,,,148,5,28,2,12,21,2,9
STE24,YJR117W,52,51,50,50,50,51,50,49,47,46,47,50,593,,3.8,-0.344827586,0.169491525,0,0,0.208333333,-0.185185185,-0.161290323,-0.285714286,-0.126582278,0.112359551,0.297029703,,-0.316385546,,0.344827586,0.344827586,0,0,0.208333333,0.185185185,0.161290323,0.285714286,0.126582278,0.112359551,0.297029703,2.066149831,,46,52,6,,35,,1,0.833333333,0.666666667,0.666666667,0.666666667,0.833333333,0.666666667,0.5,0.166666667,0,0.166666667,0.666666667,,43,44,45,46,48,50,50,50,51,52,53,56,,3.8,,-0.316385546,3.099197829,,,,0.689655172,0.133538778,0.263157895,0.476190476,0.208333333,0.185185185,0.161290323,0.412296564,0.253164557,0,0,2.782812283,,0.689655172,0.133538778,0.263157895,0.476190476,0.208333333,0.185185185,0.161290323,0.412296564,0.253164557,0,0,2.782812283,35,,,,,0.344827586,0.303030303,0.263157895,0.476190476,0.416666667,0,0,0.126582278,0.126582278,0.112359551,0.297029703,,2.466426737,,0.344827586,0.303030303,0.263157895,0.476190476,0.416666667,0,0,0.126582278,0.126582278,0.112359551,0.297029703,2.466426737,,35,,0,0.076923077,0.153846154,0.230769231,0.384615385,0.538461538,0.538461538,0.538461538,0.615384615,0.692307692,0.769230769,1,,43,56,13,,-1,-0.756410256,-0.512820513,-0.435897436,-0.282051282,-0.294871795,-0.128205128,0.038461538,0.448717949,0.692307692,0.602564103,0.333333333,,,,1,0.756410256,0.512820513,0.435897436,0.282051282,0.294871795,0.128205128,0.038461538,0.448717949,0.692307692,0.602564103,0.333333333,,,,49,49,1,0,2,9,4,2
MSS116,YDR194C,57,56,54,52,47,45,43,39,40,41,43,44,561,,4.2,-0.344827586,0.377358491,-0.526315789,-1.19047619,-0.416666667,-0.37037037,-0.64516129,0.142857143,0.126582278,0.224719101,0.099009901,,-2.523290979,,0.344827586,0.689655172,0.526315789,-1.19047619,0.416666667,0.37037037,0.64516129,0.142857143,0.126582278,0.224719101,0.099009901,2.395689108,,39,57,18,,34,,1,0.944444444,0.833333333,0.722222222,0.444444444,0.333333333,0.222222222,0,0.055555556,0.111111111,0.222222222,0.277777778,,16,15,15,15,16,18,20,21,20,20,20,20,,4.2,,-2.523290979,5.761594692,,,,0,-0.377358491,0.526315789,1.428571429,0.833333333,0.740740741,0.806451613,-0.269439421,-0.126582278,-0.224719101,-0.099009901,3.238303713,,0,0.377358491,0.526315789,1.428571429,0.833333333,0.740740741,0.806451613,0.269439421,0.126582278,0.224719101,0.099009901,5.432522098,34,,,,,-0.344827586,0,0,0.238095238,0.416666667,0.37037037,0.161290323,-0.126582278,0,0,0,,0.715012733,,0.344827586,0,0,0.238095238,0.416666667,0.37037037,0.161290323,0.126582278,0,0,0,1.657832462,,34,,0.166666667,0,0,0,0.166666667,0.5,0.833333333,1,0.833333333,0.833333333,0.833333333,0.833333333,,15,21,6,,-0.833333333,-0.944444444,-0.833333333,-0.722222222,-0.277777778,0.166666667,0.611111111,1,0.777777778,0.722222222,0.611111111,0.555555556,,,,0.833333333,0.944444444,0.833333333,0.722222222,0.277777778,0.166666667,0.611111111,1,0.777777778,0.722222222,0.611111111,0.555555556,,,,47,18,3,3,1,3,4,1
RPL31A,YDL075W,3991,4000,4000,3995,3958,3963,3952,3873,3891,3924,3985,4083,47615,,4.8,3.103448276,0,-1.315789474,-8.80952381,1.041666667,-2.037037037,-12.74193548,2.571428571,4.17721519,6.853932584,9.702970297,,2.546375781,,3.103448276,0,1.315789474,-8.80952381,1.041666667,2.037037037,12.74193548,2.571428571,4.17721519,6.853932584,9.702970297,34.73589977,,3873,4083,210,,34,,0.561904762,0.604761905,0.604761905,0.580952381,0.404761905,0.428571429,0.376190476,0,0.085714286,0.242857143,0.533333333,1,,141,142,144,149,158,177,199,218,209,203,209,240,,4.8,,2.546375781,12.25843684,,,,-2.75862069,0.606060606,2.631578947,10.95238095,2.916666667,6.111111111,15.80645161,-3.710669078,-4.936708861,-6.179775281,-6.633663366,14.80481262,,2.75862069,0.606060606,2.631578947,10.95238095,2.916666667,6.111111111,15.80645161,3.710669078,4.936708861,6.179775281,6.633663366,63.24368717,34,,,,,0.344827586,0.606060606,1.315789474,2.142857143,3.958333333,4.074074074,3.064516129,-1.139240506,-0.759493671,0.674157303,3.069306931,,17.3511884,,0.344827586,0.606060606,1.315789474,2.142857143,3.958333333,4.074074074,3.064516129,1.139240506,0.759493671,0.674157303,3.069306931,21.14865676,,34,,0,0.01010101,0.03030303,0.080808081,0.171717172,0.363636364,0.585858586,0.777777778,0.686868687,0.626262626,0.686868687,1,,141,240,99,,-0.561904762,-0.594660895,-0.574458874,-0.5001443,-0.233044733,-0.064935065,0.20966811,0.777777778,0.601154401,0.383405483,0.153535354,0,,,,0.561904762,0.594660895,0.574458874,0.5001443,0.233044733,0.064935065,0.20966811,0.777777778,0.601154401,0.383405483,0.153535354,0,,,,3968,182,22,2,10,19,2,8
TRP5,YGL026C,305,303,300,298,292,292,293,296,296,297,298,299,3569,,5.4,-0.689655172,0.810810811,-0.526315789,-1.428571429,0,0.185185185,0.483870968,0,0.126582278,0.112359551,0.099009901,,-0.826723697,,0.689655172,1.034482759,0.526315789,-1.428571429,0,0.185185185,0.483870968,0,0.126582278,0.112359551,0.099009901,1.828890175,,292,305,13,,34,,1,0.846153846,0.615384615,0.461538462,0,0,0.076923077,0.307692308,0.307692308,0.384615385,0.461538462,0.538461538,,2047,2070,2112,2183,2314,2431,2492,2526,2526,2585,2645,2700,,5.4,,-0.826723697,132.9970806,,,,8.620689655,11.91646192,19.21052632,32.61904762,24.375,11.11111111,5,0,7.341772152,6.629213483,5.346534653,132.1703569,,8.620689655,11.91646192,19.21052632,32.61904762,24.375,11.11111111,5,0,7.341772152,6.629213483,5.346534653,132.1703569,34,,,,,7.931034483,12.72727273,18.68421053,31.19047619,24.375,11.2962963,5.483870968,0,7.46835443,6.741573034,5.445544554,,131.3436332,,7.931034483,12.72727273,18.68421053,31.19047619,24.375,11.2962963,5.483870968,0,7.46835443,6.741573034,5.445544554,131.3436332,,34,,0,0.035222052,0.099540582,0.208269525,0.408882083,0.58805513,0.681470138,0.733537519,0.733537519,0.82388974,0.915773354,1,,2047,2700,653,,-1,-0.810931794,-0.515844033,-0.253268936,0.408882083,0.58805513,0.604547061,0.425845211,0.425845211,0.439274355,0.454234892,0.461538462,,,,1,0.810931794,0.515844033,0.253268936,0.408882083,0.58805513,0.604547061,0.425845211,0.425845211,0.439274355,0.454234892,0.461538462,,,,297,2386,0,0,24,24,1,21
MLP1,YKR095W,16,16,16,15,15,16,16,18,17,17,17,18,197,,6.2,0,0,-0.263157895,0,0.208333333,0,0.322580645,-0.142857143,0,0,0.099009901,,0.223908842,,0,0,0.263157895,0,0.208333333,0,0.322580645,0.142857143,0,0,0.099009901,1.035938917,,15,18,3,,34,,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0.333333333,1,0.666666667,0.666666667,0.666666667,1,,23,22,21,20,18,19,19,19,17,16,16,17,,6.2,,0.223908842,-1.907427545,,,,-0.344827586,-0.303030303,0,-0.476190476,0,0,-0.322580645,-0.110307414,-0.126582278,0,0,-1.683518703,,0.344827586,0.303030303,0,0.476190476,0,0,0.322580645,0.110307414,0.126582278,0,0,1.683518703,34,,,,,-0.344827586,-0.303030303,-0.263157895,-0.476190476,0.208333333,0,0,-0.253164557,-0.126582278,0,0.099009901,,-1.459609861,,0.344827586,0.303030303,0.263157895,0.476190476,0.208333333,0,0,0.253164557,0.126582278,0,0.099009901,2.07429633,,34,,1,0.857142857,0.714285714,0.571428571,0.285714286,0.428571429,0.428571429,0.428571429,0.142857143,0,0,0.142857143,,16,23,7,,0.666666667,0.523809524,0.380952381,0.571428571,0.285714286,0.095238095,0.095238095,-0.571428571,-0.523809524,-0.666666667,-0.666666667,-0.857142857,,,,0.666666667,0.523809524,0.380952381,0.571428571,0.285714286,0.095238095,0.095238095,0.571428571,0.523809524,0.666666667,0.666666667,0.857142857,,,,16,19,1,0,2,7,3,2
ADE16,YLR028C,122,117,113,110,109,107,108,113,111,117,128,149,1404,,7,-1.724137931,2.222222222,-0.789473684,-0.238095238,-0.416666667,0.185185185,0.806451613,-0.285714286,0.759493671,1.235955056,2.079207921,,3.834427862,,1.724137931,1.379310345,0.789473684,-0.238095238,0.416666667,0.185185185,0.806451613,0.285714286,0.759493671,1.235955056,2.079207921,9.42350112,,107,149,42,,34,,0.357142857,0.238095238,0.142857143,0.071428571,0.047619048,0,0.023809524,0.142857143,0.095238095,0.238095238,0.5,1,,302,307,314,324,339,354,361,361,341,336,338,355,,7,,3.834427862,5.544128598,,,,3.448275862,-0.101010101,3.421052632,3.80952381,3.541666667,1.111111111,-0.806451613,-2.245931284,-1.392405063,-1.011235955,-0.396039604,9.378556461,,3.448275862,0.101010101,3.421052632,3.80952381,3.541666667,1.111111111,0.806451613,2.245931284,1.392405063,1.011235955,0.396039604,21.2847037,34,,,,,1.724137931,2.121212121,2.631578947,3.571428571,3.125,1.296296296,0,-2.53164557,-0.632911392,0.224719101,1.683168317,,13.21298432,,1.724137931,2.121212121,2.631578947,3.571428571,3.125,1.296296296,0,2.53164557,0.632911392,0.224719101,1.683168317,19.54209825,,34,,0,0.084745763,0.203389831,0.372881356,0.627118644,0.881355932,1,1,0.661016949,0.576271186,0.610169492,0.898305085,,302,361,59,,-0.357142857,-0.153349475,0.060532688,0.301452785,0.579499596,0.881355932,0.976190476,0.857142857,0.565778854,0.338175948,0.110169492,-0.101694915,,,,0.357142857,0.153349475,0.060532688,0.301452785,0.579499596,0.881355932,0.976190476,0.857142857,0.565778854,0.338175948,0.110169492,0.101694915,,,,117,336,0,0,2,4,2,2
TUF1,YOR187W,121,123,126,129,138,133,127,129,119,106,89,68,1408,,7.9,0.689655172,-5,0.789473684,2.142857143,-1.041666667,-1.111111111,0.322580645,-1.428571429,-1.64556962,-1.91011236,-2.079207921,,-10.27167246,,0.689655172,1.034482759,0.789473684,2.142857143,1.041666667,1.111111111,0.322580645,1.428571429,1.64556962,1.91011236,2.079207921,14.19528851,,68,138,70,,34,,0.757142857,0.785714286,0.828571429,0.871428571,1,0.928571429,0.842857143,0.871428571,0.728571429,0.542857143,0.3,0,,174,175,176,177,179,181,180,178,174,170,170,178,,7.9,,-10.27167246,21.618873,,,,-0.344827586,5.303030303,-0.526315789,-1.666666667,1.458333333,0.925925926,-0.64516129,0.922242315,1.139240506,1.91011236,2.871287129,11.34720054,,0.344827586,5.303030303,0.526315789,1.666666667,1.458333333,0.925925926,0.64516129,0.922242315,1.139240506,1.91011236,2.871287129,17.7131432,34,,,,,0.344827586,0.303030303,0.263157895,0.476190476,0.416666667,-0.185185185,-0.322580645,-0.506329114,-0.506329114,0,0.792079208,,1.075528077,,0.344827586,0.303030303,0.263157895,0.476190476,0.416666667,0.185185185,0.322580645,0.506329114,0.506329114,0,0.792079208,4.116376193,,34,,0.363636364,0.454545455,0.545454545,0.636363636,0.818181818,1,0.909090909,0.727272727,0.363636364,0,0,0.727272727,,170,181,11,,-0.393506494,-0.331168831,-0.283116883,-0.235064935,-0.181818182,0.071428571,0.066233766,-0.144155844,-0.364935065,-0.542857143,-0.3,0.727272727,,,,0.393506494,0.331168831,0.283116883,0.235064935,0.181818182,0.071428571,0.066233766,0.144155844,0.364935065,0.542857143,0.3,0.727272727,,,,117,176,1,1,1,2,2,1
KES1,YPL145C,123,119,113,107,98,95,94,96,91,89,88,91,1204,,8.9,-1.379310345,0.560747664,-1.578947368,-2.142857143,-0.625,-0.185185185,0.322580645,-0.714285714,-0.253164557,-0.112359551,0.297029703,,-5.810751851,,1.379310345,2.068965517,1.578947368,-2.142857143,0.625,0.185185185,0.322580645,0.714285714,0.253164557,0.112359551,0.297029703,5.393971443,,88,123,35,,34,,1,0.885714286,0.714285714,0.542857143,0.285714286,0.2,0.171428571,0.228571429,0.085714286,0.028571429,0,0.085714286,,280,273,266,256,245,237,242,251,259,247,221,177,,8.9,,-5.810751851,-5.237368998,,,,-1.034482759,-2.681959785,-1.052631579,-0.476190476,-1.041666667,1.111111111,1.129032258,1.726943942,-1.265822785,-2.808988764,-4.653465347,-11.04812085,,1.034482759,2.681959785,1.052631579,0.476190476,1.041666667,1.111111111,1.129032258,1.726943942,1.265822785,2.808988764,4.653465347,18.98229547,34,,,,,-2.413793103,-2.121212121,-2.631578947,-2.619047619,-1.666666667,0.925925926,1.451612903,1.012658228,-1.518987342,-2.921348315,-4.356435644,,-16.8588727,,2.413793103,2.121212121,2.631578947,2.619047619,1.666666667,0.925925926,1.451612903,1.012658228,1.518987342,2.921348315,4.356435644,23.63926681,,34,,1,0.932038835,0.86407767,0.766990291,0.660194175,0.582524272,0.631067961,0.718446602,0.796116505,0.67961165,0.427184466,0,,177,280,103,,0,0.046324549,0.149791956,0.224133148,0.374479889,0.382524272,0.45963939,0.489875173,0.710402219,0.651040222,0.427184466,-0.085714286,,,,0,0.046324549,0.149791956,0.224133148,0.374479889,0.382524272,0.45963939,0.489875173,0.710402219,0.651040222,0.427184466,0.085714286,,,,100,246,0,0,2,3,1,2
TPI1,YDR050C,7014,6951,6879,6794,6682,6577,6518,6603,6544,6506,6488,6506,80062,,10.1,-21.72413793,6.728971963,-22.36842105,-26.66666667,-21.875,-10.92592593,13.70967742,-8.428571429,-4.810126582,-2.02247191,1.782178218,,-96.6004939,,21.72413793,24.82758621,22.36842105,-26.66666667,21.875,10.92592593,13.70967742,8.428571429,4.810126582,2.02247191,1.782178218,105.80743,,6488,7014,526,,34,,1,0.880228137,0.743346008,0.581749049,0.368821293,0.169201521,0.057034221,0.218631179,0.106463878,0.034220532,0,0.034220532,,8890,8067,7105,5805,3991,3387,2764,2538,2735,2920,3127,3241,,10.1,,-96.6004939,-1350.872623,,,,-262.0689655,-298.2441235,-319.7368421,-405.2380952,-103.9583333,-104.4444444,-50.16129032,33.36528029,28.2278481,25.28089888,9.504950495,-1447.473117,,262.0689655,298.2441235,319.7368421,405.2380952,103.9583333,104.4444444,50.16129032,33.36528029,28.2278481,25.28089888,9.504950495,1640.231072,34,,,,,-283.7931034,-291.5151515,-342.1052632,-431.9047619,-125.8333333,-115.3703704,-36.4516129,24.93670886,23.41772152,23.25842697,11.28712871,,-1544.073611,,283.7931034,291.5151515,342.1052632,431.9047619,125.8333333,115.3703704,36.4516129,24.93670886,23.41772152,23.25842697,11.28712871,1709.873583,,34,,1,0.870434509,0.718986146,0.514326196,0.228746851,0.13365869,0.035579345,0,0.031013854,0.060138539,0.0927267,0.110673804,,2538,8890,6352,,0,-0.009793628,-0.024359862,-0.067422853,-0.140074441,-0.035542831,-0.021454875,-0.218631179,-0.075450024,0.025918007,0.0927267,0.076453271,,,,0,0.009793628,0.024359862,0.067422853,0.140074441,0.035542831,0.021454875,0.218631179,0.075450024,0.025918007,0.0927267,0.076453271,,,,6672,4548,1,0,18,13,1,10
KTR3,YBR205W,66,66,66,66,67,67,68,70,70,70,68,65,809,,,0,0,0,0.238095238,0,0.185185185,0.322580645,0,0,-0.224719101,-0.297029703,,0.224112264,,0,0,0,0.238095238,0,0.185185185,0.322580645,0,0,0.224719101,0.297029703,1.267609873,,65,70,5,,34,,0.2,0.2,0.2,0.2,0.4,0.4,0.6,1,1,1,0.6,0,,32,33,34,36,38,37,37,37,38,38,36,32,,,,0.224112264,0.499629866,,,,0.344827586,0.303030303,0.526315789,0.238095238,-0.208333333,-0.185185185,-0.322580645,0.126582278,0,0,-0.099009901,0.723742131,,0.344827586,0.303030303,0.526315789,0.238095238,0.208333333,0.185185185,0.322580645,0.126582278,0,0,0.099009901,2.35396026,34,,,,,0.344827586,0.303030303,0.526315789,0.476190476,-0.208333333,0,0,0.126582278,0,-0.224719101,-0.396039604,,0.947854395,,0.344827586,0.303030303,0.526315789,0.476190476,0.208333333,0,0,0.126582278,0,0.224719101,0.396039604,2.606038472,,34,,0,0.166666667,0.333333333,0.666666667,1,0.833333333,0.833333333,0.833333333,1,1,0.666666667,0,,32,38,6,,-0.2,-0.033333333,0.133333333,0.466666667,0.6,0.433333333,0.233333333,-0.166666667,0,0,0.066666667,0,,,,0.2,0.033333333,0.133333333,0.466666667,0.6,0.433333333,0.233333333,0.166666667,0,0,0.066666667,0,,,,67,36,2,1,2,13,6,2
